T(¡æ)	P(atm)	Cu(g)	S(g)	Fe(g)	SiO2(g)	Pb(g)	Zn(g)	MgO(g)	Al2O3(g)	Ni(g)	Sb(g)	Bi(g)	CaO(g)	As(g)	O2(g)
1200	1	18.947	32.635	22.189	13.739	0.895	3.941	1.082	1.043	0.02	0.07	0.029	0.404	0.715	21
1200	1	21.089	21.697	20.176	18.286	0.05	0.297	0.954	3.328	0.062	0.13	0.013	2.897	0.013	21
1200	1	21.348	26.427	22.669	12.243	0.212	1.317	0.823	2.195	0.01	0.068	0.01	0.515	0.007	21
1200	1	20.307	24.107	25.14	15.459	0.038	0.142	1.331	2.203	0.575	0.115	0.013	2.334	0.012	21
1200	1	19.227	16.645	19.643	22.178	0.116	0.286	0.552	2.965	0.012	0.15	0.011	2.315	0.011	21
1200	1	20.954	20.341	20.295	19.672	0.049	0.245	0.847	3.191	0.236	0.174	0.013	2.819	0.041	21
1200	1	19.802	24.86	25.789	15.428	0.036	0.365	2.506	0.822	0.586	0.049	0.009	0.196	0.009	21
1200	1	17.039	25.59	26.063	18.048	0.581	1.587	0.614	0.864	0.235	0.039	0.022	0.559	0.485	21
1200	1	21.385	28.151	26.251	10.846	0.036	0.303	0.776	1.438	0.286	0.048	0.01	0.286	0.041	21
1200	1	17.618	15.576	25.779	21.513	0.486	0.939	0.823	1.359	0.204	0.063	0.01	0.948	0.016	21
1200	1	19.825	20.197	19.861	17.923	0.036	0.186	0.774	3.623	0.012	0.143	0.014	3.698	0.015	21
1200	1	18.024	29.165	24.46	16.213	0.352	1.254	0.85	1.352	0.362	0.067	0.022	0.192	0.462	21
1200	1	20.643	22.621	24.067	10.556	0.044	0.332	1.288	1.909	0.114	0.09	0.01	0.779	0.01	21
1200	1	19.014	25.174	24.304	15.482	0.047	0.296	0.921	2.114	0.263	0.056	0.012	1.807	0.014	21
1200	1	16.771	28.384	26.724	14.956	0.953	2.616	0.189	0.682	0.027	0.034	0.033	0.251	0.887	21
1200	1	20.529	24.885	24.222	12.449	0.47	2.283	1.426	1.52	0.138	0.06	0.01	0.51	0.007	21
1200	1	18.747	24.636	23.786	19.003	0.229	1.274	1.702	1.221	0.412	0.055	0.01	0.887	0.009	21
1200	1	18.446	16.477	26.865	15.491	0.742	1.853	1.068	1.839	0.007	0.044	0.012	1.919	0.021	21
1200	1	18.88	23.129	22.247	19.543	0.097	0.393	0.376	2.041	0.013	0.045	0.009	0.426	0.01	21
1200	1	20.398	26.654	24.675	9.703	0.064	0.545	0.474	2.116	0.017	0.043	0.01	0.58	0.01	21
1200	1	20.314	23.84	20.088	16.55	0.519	2.828	1.757	2.212	0.086	0.103	0.01	0.719	0.004	21
1200	1	21.983	23.719	21.539	15.906	0.009	0.192	0.564	2.966	0.12	0.128	0.012	1.979	0.01	21
1200	1	20.261	22.977	23.552	12.457	0.037	0.256	0.421	2.059	0.01	0.085	0.01	0.779	0.01	21
1200	1	18.347	21.674	18.635	20.034	0.198	1.078	1.162	3.334	0.015	0.102	0.011	1.118	0.01	21
1200	1	16.492	20.275	22.993	20.875	0.252	0.341	0.946	3.157	0.009	0.032	0.017	4.574	0.028	21
1200	1	18.845	25.594	23.721	18.97	0.224	1.032	3.168	0.503	0.551	0.057	0.017	0.234	0.303	21
1200	1	19.053	22.243	23.261	16.716	0.585	2.097	2.271	1.402	0.193	0.074	0.017	0.537	0.271	21
1200	1	20.443	20.02	20.478	19.333	0.515	1.337	0.519	3.41	0.022	0.183	0.025	3.335	0.413	21
1200	1	19.4	25.652	17.926	21.529	0.444	1.622	0.552	3.398	0.031	0.177	0.031	3.588	0.617	21
1200	1	17.602	16.764	25.8	21.623	0.67	1.917	1.171	0.868	0.213	0.045	0.009	0.386	0.016	21
1200	1	19.6	24.691	21.218	17.048	0.044	0.285	1.247	3.236	0.074	0.078	0.016	3.759	0.059	21
1200	1	20.987	25.066	20.517	15.864	0.543	3.048	1.548	1.798	0.004	0.085	0.01	0.596	0.003	21
1200	1	19.635	26.756	23.925	13.304	0.31	1.321	0.524	1.691	0.016	0.05	0.015	0.497	0.212	21
1200	1	17.869	28.854	23.923	15.918	0.77	2.568	0.501	1.228	0.059	0.071	0.03	0.77	0.746	21
1200	1	19.756	13.526	23.582	19.252	0.541	0.916	1.277	2.731	0.109	0.144	0.016	2.487	0.143	21
1200	1	19.588	28.471	25.826	10.17	0.418	1.303	0.397	1.797	0.019	0.043	0.021	1.134	0.385	21
1200	1	20.378	21.417	18.888	20.326	0.203	0.941	3.117	2.549	0.343	0.156	0.019	1.907	0.279	21
1200	1	20.576	29.496	26.701	8.987	0.207	0.956	1.804	1.158	0.401	0.048	0.017	0.449	0.251	21
1200	1	18.892	18.422	22.28	20.476	0.861	3.455	1.601	1.257	0.003	0.07	0.009	0.592	0.008	21
1200	1	18.871	23.752	21.11	15.922	0.098	0.522	0.681	2.928	0.019	0.082	0.011	0.555	0.07	21
1200	1	22.258	16.294	18.392	21.168	0.18	0.773	2.579	3.56	0.33	0.221	0.014	3.711	0.01	21
1200	1	19.28	23.257	25.124	19.933	0.038	0.134	1.328	1.483	0.688	0.104	0.01	1.329	0.009	21
1200	1	18.698	30.799	28.171	12.998	0.308	1.1	1.061	0.458	0.611	0.045	0.02	0.061	0.392	21
1200	1	19.01	22.164	20.356	21.78	0.105	0.72	1.911	1.999	0.207	0.075	0.01	0.801	0.009	21
1200	1	17.871	24.916	20.745	21.656	0.099	0.533	0.706	2.601	0.01	0.042	0.015	2.796	0.079	21
1200	1	22.6	24.515	21.364	13.464	0.015	0.25	0.49	3.373	0.013	0.129	0.013	2.586	0.019	21
1200	1	18.426	33.609	24.416	11.08	0.688	2.536	1.042	1.434	0.09	0.051	0.034	1.478	0.815	21
1200	1	18.664	23.224	21.915	19.267	0.432	1.591	1.056	1.81	0.058	0.07	0.015	0.421	0.226	21
1200	1	18.665	29.29	27.414	12.942	0.324	1.074	0.929	0.938	0.446	0.041	0.019	0.583	0.344	21
1200	1	19.453	23.006	18.379	22.494	0.677	3.747	1.817	1.458	0.001	0.085	0.009	0.604	0.001	21
1200	1	20.38	24.765	23.179	15.514	0.204	1.09	4.278	0.607	0.519	0.07	0.017	0.255	0.287	21
1200	1	19.747	22.911	21.474	15.483	0.326	1.79	1.165	2.069	0.006	0.089	0.011	1.339	0.008	21
1200	1	17.081	14.828	25.373	19.761	0.639	0.994	0.544	2.11	0.016	0.066	0.014	0.449	0.172	21
1200	1	17.44	16.553	29.919	18.782	0.504	0.61	0.843	0.599	0.408	0.027	0.009	0.222	0.018	21
1200	1	20.992	20.462	17.933	20.791	0.022	0.221	0.679	4.039	0.014	0.166	0.014	3.264	0.012	21
1200	1	18.578	25.967	22.301	16.099	0.034	0.272	0.796	3.064	0.012	0.037	0.015	3.439	0.02	21
1200	1	19.698	23.847	24.921	17.295	0.245	1.092	1.294	1.318	0.436	0.077	0.01	0.763	0.008	21
1200	1	20.777	19.435	24.929	15.596	0.167	0.598	4.601	0.616	0.57	0.061	0.009	0.266	0.012	21
1200	1	18.72	19.152	19.701	22.057	0.042	0.272	0.507	2.588	0.012	0.119	0.01	1.682	0.009	21
1200	1	18.864	17.02	28.834	13.296	0.547	0.693	0.565	1.896	0.017	0.028	0.012	1.768	0.024	21
1200	1	20.086	28.016	30.52	10.237	0.047	0.163	1.459	0.48	0.842	0.049	0.009	0.06	0.009	21
1200	1	19.687	22.727	21.819	15.648	0.271	1.521	0.953	1.878	0.008	0.085	0.009	0.752	0.007	21
1200	1	17.045	12.018	26.906	21.966	0.732	1.076	0.381	1.565	0.014	0.054	0.013	1.144	0.121	21
1200	1	18.196	13.477	33.17	13.25	0.755	0.865	0.716	0.681	0.293	0.022	0.01	0.315	0.023	21
1200	1	17.761	17.813	26.376	15.701	0.418	0.538	0.742	2.479	0.012	0.04	0.014	3.016	0.026	21
1200	1	21.121	25.055	24.838	14.363	0.135	0.491	1.24	2.248	0.574	0.144	0.016	2.15	0.152	21
1200	1	17.985	21.724	19.166	22.989	0.034	0.269	0.589	2.818	0.015	0.079	0.009	0.465	0.009	21
1200	1	20.466	24.469	22.725	13.194	0.142	0.835	0.83	2.454	0.034	0.083	0.012	1.853	0.012	21
1200	1	20.373	33.95	25.991	6.616	0.426	1.71	0.346	1.5	0.068	0.044	0.025	0.384	0.563	21
1200	1	20.659	21.765	20.153	16.142	0.042	0.308	0.76	3.784	0.016	0.14	0.014	3.605	0.014	21
1200	1	20.173	24.328	23.701	16.412	0.016	0.325	2.517	1.382	0.387	0.053	0.01	0.908	0.011	21
1200	1	18.749	26.89	24.03	15.367	0.138	0.737	0.809	1.928	0.178	0.037	0.013	1.361	0.098	21
1200	1	21.484	25.714	23.92	10.632	0.104	0.699	0.524	2.006	0.009	0.072	0.01	0.626	0.009	21
1200	1	20.14	25.381	22.386	14.58	0.274	1.695	1.607	1.786	0.093	0.054	0.01	0.731	0.007	21
1200	1	21.515	23.27	21.332	14.613	0.293	1.831	3.058	1.928	0.257	0.101	0.011	1.451	0.008	21
1200	1	18.615	25.547	22.617	15.761	0.153	0.712	1.048	2.649	0.182	0.068	0.014	1.717	0.103	21
1200	1	19.342	21.842	20.48	17.733	0.374	1.671	1.275	2.825	0.009	0.093	0.011	1.407	0.011	21
1200	1	20.223	21.236	17.125	20.996	0.576	3.14	1.855	2.817	0.006	0.143	0.012	1.91	0.004	21
1200	1	21.926	25.243	23.88	10.693	0.011	0.297	1.722	1.947	0.181	0.074	0.01	0.484	0.01	21
1200	1	19.731	25.531	23.697	11.882	0.049	0.376	0.623	2.542	0.014	0.053	0.012	1.874	0.014	21
1200	1	18.147	21.511	20.912	21.536	0.04	0.307	1.782	2.204	0.298	0.08	0.009	0.361	0.009	21
1200	1	17.76	31.558	20.618	19.206	0.696	2.528	0.545	1.746	0.064	0.109	0.037	1.527	0.97	21
1200	1	20.14	23.677	27.404	8.766	0.292	0.747	0.465	1.911	0.017	0.026	0.01	0.608	0.015	21
1200	1	19.868	17.935	22.199	21.956	0.109	0.487	4.469	0.884	0.578	0.084	0.01	0.719	0.011	21
1200	1	20.5	25.012	24.557	9.373	0.058	0.435	0.485	2.141	0.014	0.066	0.01	0.717	0.01	21
1200	1	16.663	8.454	27.309	24.008	0.763	0.908	0.39	1.553	0.011	0.053	0.01	1.21	0.023	21
1200	1	20.086	26.952	29.333	10.509	0.047	0.182	1.327	0.75	0.704	0.057	0.009	0.199	0.009	21
1200	1	19.806	30.613	22.696	13.5	0.543	2.12	2.193	1.357	0.266	0.1	0.032	1.112	0.76	21
1200	1	20.61	20.851	26.383	14.252	0.211	0.472	2.377	1.18	0.427	0.067	0.01	0.637	0.013	21
1200	1	18.404	21.193	21.682	22.022	0.079	0.439	2.165	1.9	0.485	0.097	0.009	0.498	0.008	21
1200	1	18.91	20.98	20.47	18.749	0.081	0.45	0.665	2.577	0.011	0.101	0.009	0.692	0.009	21
1200	1	17.385	15.006	24.44	21.299	0.448	0.564	1.08	2.651	0.055	0.063	0.014	3.395	0.025	21
1200	1	21.267	26.159	23.758	13	0.027	0.33	0.505	2.249	0.115	0.071	0.01	1.019	0.009	21
1200	1	18.202	27.657	23.509	15.555	0.846	3.096	0.991	1.182	0.038	0.064	0.026	0.389	0.607	21
1200	1	18.36	25.044	25.267	17.362	0.044	0.231	1.044	1.496	0.418	0.046	0.011	1.224	0.012	21
1200	1	19.039	23.936	21.115	17.49	0.138	0.897	0.753	2.515	0.017	0.066	0.01	0.684	0.008	21
1200	1	17.686	37.34	23.462	12.814	0.881	3.161	0.188	1.102	0.035	0.072	0.044	0.724	1.228	21
1200	1	19.227	26.464	27.468	13.517	0.11	0.413	1.083	0.868	0.558	0.059	0.012	0.266	0.103	21
1200	1	18.158	17.614	24.219	19.99	0.647	1.345	0.432	2.166	0.019	0.098	0.02	1.894	0.326	21
1200	1	17.467	17.788	26.024	20.156	0.329	0.456	0.951	1.471	0.348	0.063	0.009	0.335	0.014	21
1200	1	17.16	33.659	23.452	16.047	0.708	2.501	0.188	0.973	0.029	0.044	0.034	0.229	0.931	21
1200	1	18.888	24.268	22.373	15.453	0.031	0.191	0.741	2.913	0.01	0.061	0.014	3.099	0.018	21
1200	1	18.738	27.425	22.274	16.968	0.133	0.588	0.578	2.54	0.013	0.042	0.018	2.595	0.185	21
1200	1	19.727	24.157	29.995	12.4	0.18	0.341	1.924	0.457	0.738	0.045	0.009	0.103	0.012	21
1200	1	19.733	23.996	24.553	12.16	0.143	0.54	0.708	2.201	0.071	0.052	0.01	0.523	0.011	21
1200	1	18.936	24.313	21.385	17.906	0.139	0.491	1.134	3.34	0.243	0.116	0.019	3.501	0.169	21
1200	1	18.264	21.141	21.665	21.956	0.539	2.397	1.424	1.463	0.116	0.061	0.01	0.907	0.008	21
1200	1	20.004	16.337	22.025	19.478	0.459	0.912	0.524	3.105	0.017	0.158	0.018	2.854	0.199	21
1200	1	16.769	10.582	26.458	20.59	0.671	0.776	0.594	2.131	0.013	0.06	0.01	0.49	0.022	21
1200	1	18.746	31.66	26.002	12	0.631	2.186	0.781	0.826	0.202	0.047	0.028	0.227	0.687	21
1200	1	17.867	17.673	21.13	23.042	0.385	1.155	0.842	2.27	0.01	0.08	0.009	0.514	0.011	21
1200	1	20.752	26.136	26.456	10.591	0.572	2.54	1.695	0.995	0.366	0.069	0.012	0.384	0.088	21
1200	1	17.518	21.239	21.379	21.497	0.043	0.2	0.664	2.232	0.07	0.068	0.011	1.953	0.014	21
1200	1	16.388	26.016	20.588	21.127	0.152	0.554	0.971	3.342	0.013	0.038	0.022	4.898	0.201	21
1200	1	18.103	26.087	18.11	22.199	0.541	2.07	0.663	2.763	0.025	0.146	0.029	1.905	0.641	21
1200	1	17.173	23.336	21.711	22.244	0.154	0.575	0.895	1.933	0.289	0.078	0.013	0.338	0.169	21
1200	1	22.248	23.958	20.43	14.641	0.097	0.555	0.518	3.529	0.018	0.152	0.016	2.704	0.113	21
1200	1	17.804	34.974	24.177	12.863	0.67	2.488	0.22	1.045	0.03	0.04	0.034	0.257	0.901	21
1200	1	16.003	8.17	28.719	23.781	0.946	1.537	0.556	0.827	0.008	0.021	0.009	0.441	0.023	21
1200	1	18.956	24.884	26.302	17.29	0.097	0.377	1.007	0.932	0.487	0.046	0.009	0.213	0.009	21
1200	1	19.754	23.193	18.824	20.588	0.569	3.156	1.644	1.844	0.004	0.091	0.009	0.596	0.003	21
1200	1	19.703	23.077	23.251	16.347	0.074	0.537	2.438	1.248	0.327	0.066	0.011	0.445	0.068	21
1200	1	20.477	25.077	27.22	9.144	0.049	0.224	0.932	1.427	0.383	0.078	0.01	0.54	0.01	21
1200	1	18.565	23.369	18.921	18.949	0.346	1.512	2.147	2.732	0.169	0.121	0.018	0.449	0.3	21
1200	1	18.515	21.823	21.804	19.159	0.066	0.432	1.728	2.044	0.185	0.071	0.012	1.936	0.014	21
1200	1	20.436	26.53	27.829	11.075	0.033	0.243	2.644	1.042	0.711	0.054	0.011	1.104	0.013	21
1200	1	19.712	18.331	19.766	21.92	0.024	0.302	2.421	2.094	0.257	0.127	0.01	1.576	0.009	21
1200	1	18.617	26.265	22.826	16.842	0.77	2.242	0.362	2.143	0.028	0.121	0.033	1.99	0.782	21
1200	1	19.307	21.596	19.152	19.496	0.018	0.152	1.032	3.301	0.058	0.11	0.01	0.486	0.01	21
1200	1	18.189	32.012	25.095	12.94	0.482	1.767	0.56	1.15	0.201	0.051	0.028	0.69	0.645	21
1200	1	16.659	17.534	24.808	21.26	0.693	1.396	0.801	1.588	0.065	0.061	0.019	0.504	0.351	21
1200	1	17.915	16.467	25.535	20.421	0.703	1.518	0.659	1.649	0.104	0.08	0.016	1.351	0.232	21
1200	1	19.719	24.774	23.009	14.558	0.034	0.415	2.443	2.193	0.239	0.047	0.013	2.197	0.016	21
1200	1	19.152	23.07	19.34	22.467	0.661	3.617	1.939	1.248	0.122	0.083	0.009	0.541	0.001	21
1200	1	17.457	11.831	28.681	17.909	0.656	0.799	0.369	1.243	0.009	0.04	0.009	0.583	0.021	21
1200	1	18.204	27.772	20.707	19.087	0.688	3.148	1.052	1.221	0.014	0.074	0.022	0.498	0.462	21
1200	1	20.236	20.554	20.808	21.258	0.024	0.178	1.925	2.916	0.435	0.15	0.014	3.281	0.013	21
1200	1	21.571	25.66	23.26	12.911	0.036	0.39	0.535	2.129	0.032	0.072	0.01	0.796	0.009	21
1200	1	20.02	25.378	24.383	15.44	0.137	0.812	0.897	1.405	0.257	0.06	0.009	0.402	0.008	21
1200	1	21.614	20.153	25.833	12.138	0.195	0.588	4.16	0.905	0.492	0.065	0.01	0.31	0.013	21
1200	1	18.984	23.009	20.936	19.091	0.282	1.598	0.95	1.828	0.008	0.071	0.01	0.81	0.019	21
1200	1	18.55	27.389	24.533	15.293	0.267	1.109	0.809	1.388	0.249	0.056	0.017	0.81	0.27	21
1200	1	19.511	21.195	24.49	16.819	0.236	0.41	0.371	2.032	0.01	0.048	0.01	0.725	0.014	21
1200	1	20.964	22.573	22.612	17.514	0	0.393	3.794	0.95	0.454	0.063	0.009	0.275	0.009	21
1200	1	18.78	30.341	24.344	14.757	0.439	1.723	1.864	0.703	0.33	0.055	0.026	0.21	0.604	21
1200	1	20.059	22.126	21.831	16.128	0.026	0.309	1.949	2.101	0.195	0.087	0.01	0.529	0.01	21
1200	1	19.861	22.57	19.153	18.796	0.165	0.715	2.155	3.345	0.194	0.141	0.02	3.039	0.222	21
1200	1	18.042	23.555	20.506	19.271	0.215	1.156	1.225	2.909	0.007	0.063	0.015	3.533	0.018	21
1200	1	20.249	19.069	19.626	22.365	0.016	0.271	2.314	2.364	0.302	0.137	0.011	1.996	0.009	21
1200	1	21.703	21.304	23.336	14.632	0.005	0.479	5.453	0.634	0.655	0.079	0.01	0.295	0.01	21
1200	1	21.57	24.876	24.622	10.069	0.036	0.547	3.081	1.391	0.351	0.058	0.01	0.417	0.01	21
1200	1	17.341	23.08	20.048	22.574	0.293	1.461	1.384	2.717	0.05	0.054	0.015	3.518	0.018	21
1200	1	18.846	26.004	19.633	20.338	0.715	3.625	1.492	1.329	0.009	0.074	0.016	0.527	0.241	21
1200	1	20.728	20.783	18.679	20.038	0.047	0.424	0.626	3.703	0.019	0.153	0.013	2.93	0.009	21
1200	1	19.557	28.442	24.197	11.099	0.16	0.834	0.563	2.243	0.021	0.036	0.015	1.363	0.162	21
1200	1	18.485	13.272	28.698	16.384	0.801	1.63	1.17	1.042	0.071	0.037	0.01	0.479	0.02	21
1200	1	19.853	23.915	22.616	16.667	0.319	1.577	1.098	1.717	0.04	0.052	0.009	0.644	0.008	21
1200	1	20.166	27.186	27.371	13.001	0.134	0.721	1.297	0.905	0.566	0.052	0.009	0.269	0.008	21
1200	1	20.734	25.999	25.864	11.705	0.139	0.888	2.002	1.157	0.436	0.059	0.01	0.337	0.008	21
1200	1	18.708	27.251	23.605	17.963	0.481	2.296	1.376	0.887	0.334	0.061	0.015	0.299	0.237	21
1200	1	19.161	23.229	23.104	17.443	0.073	0.356	1.126	2.453	0.305	0.094	0.013	2.615	0.014	21
1200	1	22.917	28.465	24.218	7.901	0.244	1.523	0.809	1.948	0.007	0.064	0.01	0.514	0.007	21
1200	1	18.237	29.116	22.886	16.989	0.38	1.597	1.428	1.091	0.167	0.043	0.022	0.285	0.501	21
1200	1	16.663	21.448	21.695	22.957	0.444	1.149	0.441	1.934	0.018	0.069	0.018	0.414	0.343	21
1200	1	20.821	24.199	23.247	15.385	0.167	1.01	4.95	0.477	0.603	0.07	0.016	0.207	0.241	21
1200	1	18.62	28.95	27.034	14.684	0.219	0.851	0.977	0.742	0.518	0.041	0.016	0.134	0.258	21
1200	1	19.277	24.328	21.074	19.261	0.422	2.399	1.397	1.51	0.097	0.062	0.009	0.504	0.004	21
1200	1	20.114	23.174	20.356	18.764	0.45	2.601	2.283	1.413	0.126	0.08	0.009	0.555	0.004	21
1200	1	20.105	26.517	23.261	13.688	0.033	0.365	0.481	2.38	0.014	0.043	0.011	1.187	0.012	21
1200	1	18.888	18.839	19.807	21.298	0.225	0.56	0.604	3.12	0.015	0.136	0.014	1.67	0.132	21
1200	1	19.781	19.988	23.617	16.667	0.719	2.802	1.322	1.417	0.004	0.067	0.01	0.585	0.009	21
1200	1	22.224	25.167	27.365	7.024	0.196	0.426	0.269	1.883	0.01	0.047	0.01	0.479	0.013	21
1200	1	20.907	28.297	24.782	11.59	0.259	1.143	2.382	1.182	0.398	0.077	0.02	0.637	0.355	21
1200	1	21.712	22.864	23.019	13.982	0.385	1.875	2.023	1.966	0.279	0.116	0.011	1.422	0.008	21
1200	1	20.083	23.393	23.754	13.825	0.081	0.425	2.572	1.818	0.463	0.096	0.012	0.375	0.08	21
1200	1	18.354	24.786	21.541	18.894	0.158	1.008	0.799	2.225	0.013	0.038	0.011	1.515	0.011	21
1200	1	20.158	24.732	24.773	13.384	0.148	0.826	2.405	1.701	0.521	0.082	0.011	0.854	0.01	21
1200	1	19.383	14.57	27.06	17.425	0.444	0.774	3.565	0.584	0.419	0.047	0.009	0.31	0.017	21
1200	1	20.235	26.661	22.947	16.496	0.127	0.708	1.422	1.368	0.167	0.05	0.014	0.316	0.185	21
1200	1	21.05	18.791	18.111	21.677	0.028	0.155	1.048	4.332	0.201	0.208	0.016	4.758	0.014	21
1200	1	17.427	25.27	23.274	17.482	0.361	1.045	1.286	2.308	0.091	0.043	0.023	3.046	0.325	21
1200	1	21.516	26.131	21.619	13.877	0.47	2.69	1.339	1.728	0.004	0.076	0.01	0.569	0.004	21
1200	1	18.311	22.611	22.893	18.526	0.401	1.445	0.624	1.679	0.015	0.06	0.014	0.73	0.181	21
1200	1	17.227	17.989	20.261	22.791	0.372	1.146	1.233	3.023	0.054	0.091	0.012	1.789	0.016	21
1200	1	20.19	23.156	23.093	11.856	0.198	1.024	0.872	2.154	0.05	0.099	0.011	0.942	0.042	21
1200	1	17.804	16.437	23.471	22.49	0.265	0.528	2.047	1.217	0.218	0.056	0.009	0.737	0.014	21
1200	1	18.086	34.428	24.274	10.387	0.541	1.945	0.651	2.219	0.047	0.045	0.035	2.874	0.747	21
1200	1	17.545	24.279	21.517	22.18	0.02	0.151	0.815	2.549	0.122	0.039	0.013	2.962	0.018	21
1200	1	18.179	31.592	21.371	16.726	0.666	2.407	0.306	1.845	0.03	0.109	0.036	1.496	0.921	21
1200	1	21.595	23.487	23.325	14.911	0	0.395	3.697	1.032	0.441	0.064	0.009	0.29	0.009	21
1200	1	22.099	20.798	18.753	17.896	0.125	0.796	0.931	3.898	0.082	0.187	0.014	3.387	0.009	21
1200	1	16.533	23.435	19.762	24.527	0.021	0.132	0.866	3.205	0.009	0.037	0.016	4.295	0.023	21
1200	1	19.387	18.583	28.869	12.021	0.495	0.882	1.454	1.076	0.234	0.046	0.012	0.441	0.101	21
1200	1	20.638	23.352	23.78	10.991	0.078	0.473	0.524	2.076	0.009	0.089	0.01	0.801	0.009	21
1200	1	19.287	25.962	27.118	15.112	0.143	0.694	1.528	0.893	0.68	0.062	0.009	0.147	0.008	21
1200	1	20.448	23.989	21.74	16.425	0.4	2.339	2.863	1.363	0.272	0.075	0.01	0.875	0.006	21
1200	1	16.665	18.23	26.526	19.31	0.728	1.464	0.319	1.122	0.017	0.042	0.019	0.446	0.363	21
1200	1	19.793	27.382	27.093	11.92	0.056	0.386	0.945	1.259	0.424	0.036	0.009	0.262	0.009	21
1200	1	18.435	18.782	20.365	23.883	0.055	0.209	0.956	2.379	0.2	0.121	0.011	1.979	0.01	21
1200	1	19.137	25.355	27.583	14.731	0.045	0.177	1.177	0.817	0.62	0.057	0.009	0.241	0.009	21
1200	1	18.603	20.265	26.494	17.726	0.287	0.542	1.072	1.128	0.261	0.034	0.009	0.323	0.014	21
1200	1	19.045	15.901	25.372	16.739	0.426	0.706	0.497	2.153	0.013	0.083	0.011	1.395	0.016	21
1200	1	19.053	19.837	25.631	18.532	0.239	0.399	0.992	1.793	0.409	0.089	0.011	1.273	0.013	21
1200	1	21.198	24.078	22.084	13.337	0.362	1.794	1.491	2.373	0.08	0.103	0.013	1.505	0.086	21
1200	1	20.778	23.095	19.656	17.616	0.31	1.767	1.355	2.88	0.022	0.118	0.013	2.621	0.01	21
1200	1	18.051	23.189	23.297	16.134	0.146	0.35	0.833	2.976	0.012	0.041	0.015	3.521	0.022	21
1200	1	21.431	27.484	26.38	8.769	0.351	1.914	1.61	1.212	0.396	0.072	0.01	0.412	0.006	21
1200	1	16.516	22.796	20.23	23.305	0.051	0.187	1.042	3.177	0.108	0.058	0.016	3.799	0.049	21
1200	1	21.084	23.094	21.383	16.885	0.121	0.546	0.943	3.199	0.278	0.16	0.016	2.933	0.127	21
1200	1	16.832	10.883	27.824	21.751	0.681	0.881	1.143	1.068	0.108	0.029	0.009	0.4	0.021	21
1200	1	18.979	19.731	22.88	18.941	0.226	0.375	0.469	2.402	0.012	0.069	0.009	0.451	0.013	21
1200	1	20.361	24.527	22.699	16.813	0.009	0.258	0.829	1.731	0.08	0.056	0.009	0.457	0.009	21
1200	1	20.331	30.895	24.094	12.434	0.274	1.153	0.186	1.554	0.017	0.046	0.02	0.333	0.389	21
1200	1	20.149	17.918	19.08	22.16	0.449	2.056	2.027	2.381	0.111	0.141	0.011	1.984	0.008	21
1200	1	18.765	29.773	24.049	13.279	0.327	1.382	0.355	1.601	0.023	0.032	0.019	0.386	0.378	21
1200	1	17.34	16.742	23.407	21.717	0.245	0.412	0.442	1.572	0.04	0.068	0.009	0.683	0.013	21
1200	1	18.464	19.962	22.121	19.022	0.27	0.747	2.07	2.105	0.206	0.08	0.013	0.406	0.131	21
1200	1	19.707	14.436	28.348	13.631	0.581	0.861	1.361	1.699	0.13	0.064	0.011	1.155	0.02	21
1200	1	17.241	18.896	27.814	15.7	0.857	1.695	0.387	1.385	0.02	0.046	0.021	0.38	0.436	21
1200	1	20.041	23.824	21.633	14.579	0.033	0.267	0.584	2.877	0.015	0.087	0.01	0.56	0.01	21
1200	1	19.812	24.885	21.564	14.808	0.251	1.493	1.002	2.387	0.014	0.069	0.01	0.555	0.007	21
1200	1	18.16	29.033	26.365	15.471	0.234	0.841	1.07	1.14	0.489	0.043	0.019	1.194	0.295	21
1200	1	19.586	24.49	22.566	16.02	0.091	0.404	1.372	2.321	0.287	0.09	0.012	0.344	0.103	21
1200	1	22.372	26.416	26.65	7.798	0.138	0.374	0.239	1.908	0.01	0.044	0.01	0.434	0.012	21
1200	1	18.332	18.55	23.744	19.083	0.217	0.401	0.373	1.694	0.009	0.065	0.009	0.66	0.012	21
1200	1	17.232	21.998	21.368	23.548	0.028	0.17	1.994	2.23	0.373	0.063	0.012	2.157	0.016	21
1200	1	19.155	29.789	23.463	14.949	0.466	1.918	3.013	0.532	0.375	0.06	0.027	0.187	0.655	21
1200	1	18.804	25.518	26.742	17.444	0.156	0.784	1.458	0.606	0.658	0.053	0.009	0.151	0.007	21
1200	1	18.664	19.819	22.751	19.344	0.277	0.749	0.641	2.511	0.015	0.069	0.012	1.963	0.015	21
1200	1	20.355	22.771	22.077	19.468	0	0.347	2.919	1.119	0.346	0.057	0.009	0.292	0.009	21
1200	1	21.271	26.727	22.71	12.407	0.329	1.962	1.028	1.851	0.009	0.061	0.01	0.54	0.006	21
1200	1	17.367	17.272	25.568	19.594	0.86	2.174	0.738	1.366	0.014	0.058	0.017	0.652	0.287	21
1200	1	17.806	36.218	23.987	11.426	0.725	2.609	0.348	1.459	0.031	0.052	0.039	1.086	1.007	21
1200	1	18.489	17.575	26.003	16.688	0.422	0.555	0.569	2.21	0.014	0.046	0.011	1.432	0.021	21
1200	1	16.119	23.657	20.165	23.621	0.028	0.112	1.105	3.488	0.061	0.037	0.018	5.197	0.026	21
